"{artist:mvv},{{artist:olchas}},[[artist:v-mag]],artist:nekoda_(maoda),artist:wanke,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:wlop],{{{artist:onineko}}},{{{{artist:hiten}}}},{{artist:reoen}},artist:mery_(yangmalgage),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[artist:ningen_mame]]],[[artist:kurot]],[artist:tekito_midori],{artist:gomzi},[artist:feral_lemma],artist:olchas,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:wlop}},artist:kedama_milk,artist:momoko_(momopoco),{artist:neco},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:tianliang_duohe_fangdongye,[artist:reddizen],{{artist:shiratama_(shiratamaco)}},[artist:dokuro_deluxe],artist:shiro9jira,[[[[artist:chen_bin]]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:mafuyu]],artist:omone_hokoma_agm,{artist:dishwasher1910},artist:tidsean,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{{artist:reddizen}}}},[[[artist:as109]]],[[artist:fuzichoco]],{{{artist:nardack}}},[[[[artist:fishine]]]],[[artist:aono_(f_i_s)]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:ame_usari],[[[artist:dk_senie]]],[[[[artist:mignon]]]],[artist:rolua],[[artist:tab_head]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:momoco}},[[[artist:ebifuya]]],[artist:siera_(sieracitrus)],[artist:rei_(sanbonzakura)],artist:kurot,[[[[artist:tianliang_duohe_fangdongye]]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:tianliang_duohe_fangdongye},{{{artist:dk_senie}}},[[[artist:tab_head]]],{artist:cool-kyou_shinja},artist:maccha_(mochancc),{{artist:wanke}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:fuzichocomomoco],[artist:atdan],{{artist:shimhaq}},{artist:chen_bin},[[artist:mandrill]],[[artist:hiten_(hitenkei)]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:kawacy,[artist:misheng_liu_yin],{{artist:momozu_komamochi}},[artist:sakurazawa_izumi],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:rei_(sanbonzakura)],[[artist:nababa]],{{{artist:maccha_(mochancc)}}},[artist:ke-ta],[[[artist:potg(piotegu)]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:mery_(yangmalgage),{{{artist:shiratama_(shiratamaco)}}},[artist:wanke],[[[artist:fkey]]],artist:hiten,artist:,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:meion,[artist:olchas],[artist:mika_pikazo],artist:anmi,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:gomzi],{artist:tekito_midori},[[artist:rei_(sanbonzakura)]],artist:meito_(maze),[[artist:nekoda_(maoda)]],[artist:ask(askzy)],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:fishine}},[[[artist:momoco]]],{artist:liduk},{{{artist:reddizen}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:tandohark}}},artist:asakuraf,{{artist:shimhaq}},{artist:atdan},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:meion,artist:tandohark,{{artist:rei_(sanbonzakura)}},{artist:shiro9jira},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[[artist:fkey]]]],artist:colis,[[[artist:binggong_asylum]]],{artist:mafuyu},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:tandohark,[[artist:beni_shake]],[[artist:wlop]],[artist:rei(sanbonzakura)],{{artist:ame_usari}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:misaka_12003-gou},[[artist:wanke]],{{artist:konya_karasue}},[artist:poharo],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:liduke,artist:kurot,[[artist:atdan]],[artist:momozu_komamochi],{{{artist:cofffee}}},[artist:huanxiang_heitu],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:momozu_komamochi]],artist:misaka_12003-gou,{{{artist:huanxiang_heitu}}},{{artist:maccha_(mochancc)}},artist:mignon,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:shimhaq},artist:rei(sanbonzakura),artist:shiro9jira,{artist:ruriri},[[artist:poharo]],{artist:maccha_(mochancc)},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:nardack],{artist:kawacy},[[artist:tandohark]],{artist:hiten},[[artist:namie]],[[[artist:feral_lemma]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{{artist:kurot}}}},{{artist:fujiyama}},{artist:hiten_(hitenkei)},[[artist:ruriri]],[[[artist:beni_shake]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[artist:mignon]]],{{artist:misheng_liu_yin}},{{{{artist:houkisei}}}},[[artist:tekito_midori]],artist:noyu_(noyu23386566),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:noyu_(noyu23386566)]],[artist:potg(piotegu)],{{artist:toake_mikage}},[[artist:meion]],[artist:momoko_(momopoco)],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:wanke],{{artist:chen_bin}},{artist:nixeu},{artist:meito_(maze)},[[artist:j.c.14]],{artist:omone_hokoma_agm},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:meito_(maze)],{{artist:houkisei}},artist:,{{{artist:freng}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:aono_(f_i_s)}},artist:fuzichocomomoco,[[[[artist:mikozin]]]],[[artist:nekoda_(maoda)]],[artist:namie],[[artist:nababa]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:asakuraf,artist:fuzichoco,{artist:dishwasher1910},[artist:ningen_mame],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[artist:usashiro_mani]]],[artist:konya_karasue],{{{artist:potg(piotegu)}}},[[artist:reoen]],{{{artist:siera_(sieracitrus)}}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:mvv}},{{{{artist:momozu_komamochi}}}},{artist:koyama_hirokazu},artist:noyu_(noyu23386566),year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:liduk]],artist:wlop,{{artist:tidsean}},[[artist:mecha]],[[artist:sakurazawa_izumi]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{{artist:ru_zhai}}},[[artist:ciloranko]],{{artist:nixeu}},{artist:omone_hokoma_agm},{{artist:fuzichocomomoco}},{artist:chen_bin},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:olchas}},artist:v-mag,[[artist:atdan]],artist:poharo,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:gomzi,artist:mery_(yangmalgage),artist:sakurazawa_izumi,{{{artist:void_0}}},{{artist:maccha_(mochancc)}},[artist:konya_karasue],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:rolua},{{artist:omone_hokoma_agm}},{{{artist:houkisei}}},[[artist:mairo]],{artist:wlop},artist:reoen,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[[[artist:meito_(maze)]]]],[artist:tab_head],{{artist:fuzichocomomoco}},artist:liduke,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"artist:namie,{{artist:gomzi}},[artist:kedama_milkask_(askzy)],[[artist:reddizen]],artist:mafuyu,{{artist:dokuro_deluxe}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{artist:chiaroscuro},{{artist:muloli}},[[artist:wanke]],[artist:usashiro_mani],{artist:aak},[[[[artist:shiratama_(shiratamaco)]]]],year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"{{artist:maccha_(mochancc)}},artist:dishwasher1910,artist:chiaroscuro,artist:kedama_milk,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[artist:kedama_milk],{{{artist:namie}}},{{{artist:wlop}}},{artist:cool-kyou_shinja},{{artist:omone_hokoma_agm}},year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
"[[artist:sencha_(senchat)]],[[artist:tandohark]],artist:siera_(sieracitrus),artist:void_0,year 2023,1girl, upper body, (open hand, waving, waving arms), hand, fingers, solo, looking at viewer, hair flower, best quality, amazing quality, very aesthetic, absurdres, best quality, amazing quality, very aesthetic, absurdres"
